year,text
2013-02-22, The hostel didnt have a common area that we found and the rooms where next to the hostel shard with a block of flats, which was fine but its not a place to meet people. \r The room was very big, clean and included a fridge and an onsuite which we liked,and the staff were really friendly and helpful. I would stay here again, but only with friends.
2013-02-15, It was clean enough and I didn't feel unsafe at all. However, the room on the bottom floor is underneath stairs and my bed was also right next to the window, which I didn't mind, but it is something people may want to be aware of. There is also no where to hang out, so plan on only sleeping there.
2013-01-18, All is perfect
2013-01-25, Rooms in another building, no common rooms, the room was cold ...and my bed was next to the heater!! But the girls room is big, has is own kitchen and the location is good. Near the train station.
2012-12-29, No mirror?!
2013-01-25, They pretty much just have two giant rooms with probably 16 beds or so. It was also freezing, there were only one or two radiators in this room and it was below freezing outside. The one blanket provided was not really enough so many of us covered up with our jackets or just slept in them. The staff were very friendly though, and there are lockers to store your stuff.
2013-02-08, I'm not sure if it was a 10 or 12 person room, but there were quite a few of us in one large room. There was one bathroom, a kitchenette and lockers. I felt safe because we were all girls. It could get a little frustrating (as with any large room) because everyone is on different time schedules. The shower head was broken which was a little annoying but nothing you can't deal with! Overall the hostel was good for our needs, great location!
2012-12-07, Hostel was closed from 4 -6 am. for the two night i stayed in Amsterdam, that when i got back to hostel, it was shut., so i had stand outside the hostel till it will open. to very impracticable i believe especially when it Amsterdam who knows when people will come back and want to sleep?
2012-12-07, I was very disappointed not to find any common area in this hostel : no real kitchen ( too close from the sanitary, and without any equipment). There are also no place to meet people (sofa, tables, tv room ...). I expected common area in an hostel.\r I was also very surprise to have just a small blanket ( that you don't clean ) for my bed. The night in Amsterdam are so cold and I was freezing in my bed. \r Then the mix dorm close from the entrance is a freezer, the heating is not working ...
2013-01-02, We were in a 5th floor dorm - no lift, lots of stairs! The room was spacious with a couch, coffee table, fridge, microwave, kettle and cutlery,etc. there was a seperate toilet and 2 sinks along with a shower in the bathroom. An extra shower would make it better but it was manageable (except when one of the girls took a half hour shower one night).
2012-11-30, Amazing location, cool, chilled out staff, value for money. Clean, ideal
2006-04-03, I stayed in a personal flat with 5 of my friends. We had a blast and would recommend this site for anyone. :-) Have fun!
2013-01-18, The staff were incredible and although we were supposed to arrive at 2pm they waiting until 2am to check us in. Very friendly and helpful and would go again. We stayed in the all-girls dorm which only had one other person in at a time, so it was really nice as we felt we had the whole place to ourselves. In a very accessible place, very close to the central station, but if you look it up on google maps it shows its on a different part of that road. So don't trust google maps.
2012-11-27, it's ok...
2012-11-23, not the best, still it is good enough for short stay.
2012-12-02, I stayed in the 10 person female dorm. It was okay but not very good. My bed was terrible, you should renew some. It was okay clean but many hair on the floor in the room that is the kitchen/bathroom. There is no common room for the whole hostel and no kitchen where you could meet other people than the people in your room so I would recommend it to people travelling in groups.
2012-11-16, The room was fantastic. The unic fail is that they don't have rooms for 5 persons. Ten persons in one room is too much. But the rest was ok!!
2012-11-30, did not like shower ad bathroom set up which is pretty much in the "lobby" area. not very good security but u can rent lockers if u'd like. staff was not too helpful with things. but its amesterdam and you're really just looking for a place to rest ur head thats not amazingly clean and nice. but it was kinda pricey compared to other hostels i have been to for less quality and value
2012-11-16, great hostel, stayed in the 10 bed female dorm and loved the set up and personal kitchen. also love the view from the room and the location right next to centraal station and red light district.
2012-11-29, The hostel is great for it's location, but otherwise it's just a place to sleep. Staff were always very friendly and helpful. Be warned: there are only a few outlets available for use, so if you need to charge anything it can be quite difficult. There's not really a common area, so it can be hard to meet fellow travelers.
2012-11-16, The receptionist was very friendly and willing to explain the city map. The Hostel is ideally located, within walking distance of a lot of things. The room where I stayed was actually quite spacious and a was sharing the room with 9 other girls!
2012-11-09, best location just in the city center all needed sightseeings withing 15min walking. nice staff. the only disadvantage is that there was no common room to chill and hang out
2012-11-14, It's good place, the staff are very friendly, the beds are good, but the rooms are not so clean.
2012-11-29, Facilities are quite in a bad shape, old and it was really cold at night, i even asked for another blanket and they said no. What was really not ok, was the stuff - they were extremely unfriendly. It was like in the army, no smile or hello, strict "give me passport and money". Kitchen is not a kitchen, there is just microwave. I wanted to print 1 page of my bus ticket, they charged me 0,5 eur. In room with 20 bed these are 2 electricity plug-ins. There is no common place to hang out.
2012-11-04, Great location and price, staff were friendly and helpful and the rooms and bathrooms were always clean. However there was a lack of communal space and kitchen area, and 2 plug sockets to share between 20! Overall great value for money and would definitely stay here again!
2012-11-02, The staff were friendly enough, and quite helpful. The place is kept clean. The price per night drastically increases on the weekend, so factor that in when planning your trip. Amsterdam is a blast on weeknights too... My only issue was that there isn't much of a lounge... and subsequently a lack of atmosphere.
2012-11-08, Its located on a very cool street in Amsterdam but it isnt too noisy or busy in front of the hostel, so that was very good. But it wasnt very clean in the room and also looked a bit run down to be honest. Also there is a huge problem of space in the hostel. I think they should work on the subject: cleanliness! apart from this it was very good and also affordable and free luggage romm for check out guests!
2012-10-27, Incredibly easy-going, accommodating, helpful staff. Always down for small talk and giving great recommendations. There's a high turn over of guests, which makes the large bedrooms exciting and dynamic (if sometimes noisy at night, with random snores and the ringing phones of heavy sleepers). Classic, quality hostel experience. And don't get me started on how perfect the location is.
2012-10-25, Had such an amazing time in Amsterdam. I found the staff really helpful, they offered great advice. The only downside to the place was the lack of kitchen, there's some cutlery, a microwave and a fridge but not much space to prepare food and eating out is a little pricey. I found the beds really comfy though. I was sad to leave, thank you so much.
2008-11-18, Great place to stay, good location and friendly staff, will stay here again nxt time!!
2012-10-20, We were very surprised at how good our stay here was. The hostel was lovely, big and clean; the beds were comfortable and the location was brilliant. The guy who greeted us was really helpful and overall we had a great trip.
2012-10-21, It was quite cheap to stay at Aivengo but that was unfortunately the only draw card. The staff were very unfriendly and not very helpful. The 'kitchen' was 1 microwave situated in the toilet room. The beds were awful and the bedding provided was too small to provide any warmth at all. The worst factor was being woken up every morning around 8 when the staff opened the dorm doors (right next to reception), turned on the lights and played loud dance music. 0 stars.
2012-10-20, Definitely a great value. It's right near the train station and super cheap. The rooms are really quiet so you are sure to get a good night's sleep. I would definitely recommend it if you are traveling light. However If you have a suitcase it won't fit in the lockers so you have to keep it under your bed or in an unlocked closet at your own risk. The girls-only room is a 4-floor walk-up, but it's even more private and has a cuter bathroom & huge bay window with a nice view.
2012-10-21, I stayed for 3 days. Noisy until 4am- receptionist turn on the music until 4 am!! Crazy..\r At night, it's so cold.. Don't heat it up and blanket is so thin!!\r So I asked for print my ticket to receptionist, he wants to get money, it's okay(0.50) but,,,,the print is poor, I couldn't see the letter!!!! What's that?\r Staff is not goot ..(woman staff is kind) anyway I don't like it everything!
2012-10-17, Beds are thin and the pillows too but baths and showers are very clean. \r Not a real common area so everyone stand on his own but i'll suggest this hostel as a place to stay just for few days.\r It is also well located and it is ok for the money spent! :)
2012-10-18, The location was excellent,perfect for a tourist that just needs a place to rest. Just a walking distance to all the famous sights and also to the railwaystation.\r \r The room was clean and big but there was only one toilet/bathroom for ten girls. I always left so early that it wasn't much of a problem, though. Also, being in the center and all, it wasn't that quiet during the night. And the cooker didn't work which would've been a problem if I had stayed more than three nights.
2012-10-11, not enough powerpoints. reception is closed from 4 till 6 am. lots of street noise. but great location
2012-10-27, Overall it is a good hostel, I didn't eally like the bathroom since they were too small and in the showers you didn't have any space to put your clothes and it all just got very wet, they're not very clean but it is good if you're just pending a couple of nights there. The beds are a little noisy but everyone was very respectful with the things and didn't make a lot of noise.
2012-09-28, showers and toilets are more or less open and not very comfortable
2012-10-12, I really enjoyed staying at the Aivengo. It was good value for money, the room had a private shower and a locker which was awesome, and the receptionist (don't know his name!) was really friendly. Can't complain! Already recommended it to a friend and will be back if I'm in Amsterdam. :)
2012-10-13, Aivengo Hostel is really nice (just for the private room), good quality and good price ^^\r The next time in Amsterdam I will choose the same hostel but I speak about the private room for 4 persons
2012-10-02, Location was really good, staff was also pretty good. Bathrooms were also quite good but really open to the front desk (but thats alright since everything's got a door anyway). Oh and free computers - big plus!\r On the negative side - the mattresses weren't the most comfortable i've had, pretty thin. And also there was no common room so hanging out in the hostel is a bit awkward.
2012-09-21, Clean, friendly and a good location. For a short stay, it is perfect!
2012-09-26, Great location, could walk from anywhere easily, including the Centraal Station. Lockers were ok, but my biggest complaint is that we were just given a throw blanket and small pillow for our bed. For Amsterdam weather this is not enough, and the rooms were drafty too.
2012-10-10, We stayed in the 8-person female dorm because it was described to have a full kitchen. Upon arrival, we discovered the burners and stove top were out of order, and there was no oven. We were able to keep our food in the refrigerator and use the microwave and toaster to piece together a camping-style dinner, but don't expect to actually be able to cook.
2012-09-21, I loved staying at this hostel, but was disappointed that it was closed from 4-6am and that for the women's dorm only one key was given to us for 3 people. I was separated from my group and the other members had to wait until 6am to be given a key.
2012-09-17, all in all this hostel does the job, it provides a bed and a shower and really what else do you need. However it really lacks on the social front. There are no common areas, so basically you are confined to your bed. But that being said it was in a good location and it was clean, so really i can't complain.
2012-09-15, The location of this hostel was really good, walking distance to everything, however the beds were horrible. Thin mattresses, you can feel the metal beams, and you are only provided with a thin blanket. Amsterdam can be cold in September so it's not really enough. A common room wouldn't go astray either. Not a terrible stay, but not great either for the price you have to pay.
2012-09-19, We thought there will be shampoo and soap provided but sadly,no :(
2012-09-10, Great hostel and would defiantly go back!
2012-09-12, Great experience at this hostel, would highly recommend, especially if visiting in a large group. Great value for money and ideal location. Couldn't have asked for much more considering what we paid.
2012-09-14, We got there on Friday night and my twin room wasn't in the main building. The other building is not good. Even the main on wasn't good as looked like in the pictures that you showed in the website. The staff was rude when we asked simple questions and there was no light in the room.
2011-08-10, the girls 10 bed doom is great....it has a kitchen (with the basics) and bathroom- its basically a loft with everything you need on one floor with a nice view... great way to meet other girls aswell.
2012-09-23, Realy needs a common room, theres no social aspect to this place at all, the only place you have to relax is your bed. You can't buy anything there, you can't meet anyone because you want to be out of bed in the morning but everyones asleep when you get back. Great location, clean and had a kitchen in my dorm, plus a locker.\r Female staff member came in late morning to do something in the kitchen but bought her son in which was awkward in a female dorm when everyones getting ready, didn't knock.
2012-09-05, Rooms upstairs had tv and were of much higher quality than the room we were put in.
2012-09-09, I stayed in two different all female dorms and one of the 20 person mixed dorms. The female dorms were wonderful. Bright and cheerful with big french doors to the street below. Beds left something to be desired and you have to contend with a lot of stairs, but overall lovely rooms. The mixed dorm was pretty standard, nice atmosphere. Hostel had computers to use. Linens and towels provided. Nice location, not too loud at night, but still close to everything.
2012-09-07, The rooms were a little bit noisy, but about the rest was OK! I recomend if you want to save money... :-)
2012-08-31, The floor was dirty, the hot water only functioned for some minutes...
2012-09-02, The hostel was in a good location, so close to Dam square and a huge supermarket. The shop proximity was convenient as there was no kitchen in the hostel. Even though it was such a big dorm, there was plenty of space and you met so many people at once it was actually a benefit. The staff were helpful with finding places to visit and the Party Tour in Leidesplein was well worth the money as well!
2012-08-28, The hostel had a bathroom and little kitchen area inside the room but there wasn't really a common area for everyone to meet. The staff were not helpful at all. I had a suitcase and I was on the 5th floor and they would not help me carry it up. The used a lame excuse why they couldn't.
2012-09-04, Note- no kitchen or common room. You are just in your dorm room of 10 or 20 people.Most people who stay were in grops so its harder for solo travelres to make friends. Most come to drink and smoke, so dont be suprised if people come in late at night loud and not caring on whether they bug you or not. Its Amsterdam after all.. For security, theres a guy that chills at the front desk and the front door to the hostel is left open until 4am just fyi.
2012-08-28, Would have been better if the rooms had crates in them as the lockers weren't that big. Other than that I would definitely recommend the hostel.
2012-09-07, Stayed in the 10 bed female only room with 2 other friends for 5 nights, we were behind dam square and right next to the red light district! We were in walking distance of bars, places to eat and all the main attractions like the anne frank haus and van gogh museum! We didn't spend much time in the rooms as we got up, showered and then stayed out until after midnight but the girls we did talk to were from all over the world and were very nice!
2012-09-02, The staff was very nice and helpful. The hostel is located right in the Red Light District which is fun at night. Any location is good in Amsterdam because it's so small, but here there are coffee shops all around, a laundromat close by, and only a 30 minute walk to the Rijksmuseum or van gogh museum.
2012-08-27, Don't bring much luggage because it is up 4 flights of narrow stairs & no lift!
2012-08-21, Lovely hostel with lovely staff! really cool and quirky, perfect location right next to the central station. Very easy to find and great atmosphere.
2012-08-27, There was always a man coming through our 10 woman beddorm- nobody told us about that, which was scary at the first time. There is no kitchen to cook, and no place where to chill out. Also the floor was quite dirty and only one a week they cleaned the bathroom and so on.\r The beds were uncomfortable but the room itself was quiet,luminous and nice.
2012-08-24, We had a bed in the female loft uptairs. The space was great, clean and felt secure.\r The stove was broken and more cooking facilities/a.common room area would have been nice to meet people...\r Overall we enjoyed the stay and the location was really great!
2012-08-27, Excellent location. 5 mins' walk from the main train station. 5 mins' walk to one of the biggest supermarket Albert Heijn. And they have lots of facilities in the room such as refrigerator, microwave, tablewares. But it would be better if the staffs could tell us that there is a man living in the upper stair of the 10-bed-female room, who can enter the female room with his key.
2012-08-14, This hostel is really cool, it has a good vibe and the staff are really nice and helpful. The WiFi works really well, and its a good hostel to make friends. The only downer is that there isint much of a kitchen. But everything else was excellent.
2012-08-16, Friendly helpful staff, fairly clean, very easy and convenient location. Altogether the perfect place if your only really using the bed each night and spending most of your time around the main part of the city.
2012-08-05, Nothing wrong with the place at all, it just didn't have much of an atmosphere. Good walking distance from everything and nice and clean.
2012-08-09, The hostel was supposed to have a kitchen; but when I was there it was not possible to cook. Also, there was just one bathroom for 10 people, so there was always someone in there.
2012-08-01, The hostel was in a good position but it was very noisy, from reception and outside. having toilets and showers directly opposite the reception desk, behind a curtain, was strange.
2012-08-04, Hostel was clean and our ensuite was also clean. Climbing 6 flights of steps was not so fun but those kind of things are unavoidable. Wifi in our room which was great. Not much of an atmosphere as we were in a separate building so didnt really meet anyone else. Good value for money and a good place to crash after exploring Amsterdam. Also easy to find and close to the station.
2012-08-01, it was perfect for my needs but wouldv liked the shower to be attached to the wall.
2012-08-18, good location, very close to the train station but far enough from the red light district that it wasnt sketchy. staff were really nice. not really any common area to hang out. the beds were pretty uncomfortable, mattresses were really thin and you can kind of feel the bar in the bunkbed through them, but if you take advantage of being in amsterdam you wont notice it when you fall asleep anyways.
2012-08-27, We really enjoyed our stay here. We stayed 4 nights, and saw that everything was cleaned throughly and often, the staff were very helpful in the background. The only security was the staff member on recption, as the front door was open all day and late into the night, and doors to the dorms were open most of the day too, although lockers were available. A common room would have been a big hit, as the only place to socialise with others was 2 couches right at reception. Overall, quite happy.
2012-08-03, Everyone was really nice but there was no big lockers or anything to keep you luggage in just small ones to keep important documents in. Wouldn't take anything too nice and would recommend taking a padlock and a pair of flip flops. \r Really good location and staff were really friendly at all hours of the day.
2012-07-27, Loved the 10 bed female dorm, great way to meet fellow travellers and nice to have a room with a balcony. loved that its separate from the main hostel which made it more peaceful.
2012-07-16, Nice hostel. Enjoyed our stay there. Too many stairs tho
2012-07-29, Lıke everywhere else ın Amsterdam thıs place ıs expensıve. It ıs however a good palce to stay ın a good locatıon. No complaınts. Very well equıpped kıtchen.\r We got a prıvate room whıch turned out to be ın a seperate buıldıng across the street, lıke havıng your own apartment.
2012-07-23, There are lots of stairs - very dutch (narrow circular staircase). Once you walk up them once they don't seem so daunting. But its hard with your luggage. The room was lovely and big.
2012-07-18, It was awful, the girl in reception was so aloof and didn't care about the customer. No electricity outlets in the rooms, there is only one outside, uncomfortable bed sheets. When I stayed there the lights went out and they put candles everywhere.
2012-07-09, The only good thing about this place was the location. I wouldnt stay here again. The common room was a couchat reception and there was little to no security. Bathrooms/washrooms were in reception behind a see through sheet.
2012-07-26, i could not of asked for better staff and place to stay !! really enjoyed my time there and will most definitely be going there again !!
2012-07-05, if you are just looking for bed and shower, this is the right place for you, don't expect anything fancy.
2012-07-07, Just a place to sleep. The entire hostel was very underwhelming, the main dorms are right "in" the lobby and the bathrooms are in the lobby as well. Worked very well as a place to just come back and pass out after a long day in the city.
2012-07-14, The location and the fact that it had hot water was about the only good things about this property. Sharing the room with 9 other girls was just fine except the were 10 or 11 other girls in the room sometimes. It was advertised as 10 beds in the dorm ont 12. Also people were smoking in the room when we got there and the whole room stank. The place had low ceilings and big wooden beams in the room can you say fire hazard. The staff should be more vigilant about smoking
2012-07-05, It was way too hot in the rooms at night which made it difficult to sleep and the mattress/pillows were very thin. I didn't have a lot of trouble with the mattress, but my three travel companions complained of back aches the rest of our trip.
2012-07-14, We were especially happy with this hostel as they upgraded us to a private room with no extra charge as they didnt have 2 beds in the same dorm for us to stay in! The staff were very friendly and helpful and when we needed help the guy happilly walked over to our apartment with us to give us a hand. The cleaner came in every morning to clean the kitchen and bathroom, it was definitely worth the price!
2012-06-29, Good hostel to spend the weekend. Nothing more, nothing less.
2012-06-27, You get what you pay for. Its a bed and thats all you really need. Friendly staff and guests.
2012-07-01, The best thing about this hostel was the staff. They were extremely helpful when our bank cards were cancelled in letting us use the phone and giving us pointers. Location is pretty good, easy walk to everything in the city center, with a bit of a walk to the museum district. Reccommend.
2012-06-19, 18 beds in a room. Tends to be noisy at night with everyone coming and going. But it's really cheap, so you can't complain much. Definitely a simple place to stay.
2012-06-30, Very nice large loft style room for the 10-bed room, only bad thing was being on the 4th floor and having to walk up the narrow winding staircase but that is apparently typical in Amsterdam. Very close to the Centraal station, simple to get to from the airport (train goes from airport to Centraal). Short walk to restaurants and bars. Didn't seem to have a communal space to meet other travellers, but had free computers for use. One bathroom for 10 girls is too little but not a huge problem.
2012-06-18, Very good place to stay!!!
2012-06-13, Excellent service and great facilities for the price
2012-06-27, Stayed there for three nights, easy to find from the station, arrived staff were helpful but from arrival didnt hear much from them at all. Rooms very spacious and clean. Just would of liked more advice from the staff on where to go and what to do in the city compared to the 8 other Hostels this was the least helpful, but it wouldn't put me of it still a good hostel.
2012-06-08, I have to admit I was a little bit suspicious when I first saw the hostel..But you should not always trust the first impression! half of our group slept in the mixed room, other half in female dormitory. We were really surprised, when we (the other half) saw our room. It was very cosy and clean and the atmosphere was relaxed. And we had a cute little balcony! :) Thank you!
2012-06-07, The beds are extremely bad. But everything else is very god.
2012-06-19, Our stay at the hostel was ok for what we were paying, we stayed in a 10 bed girls dorm which ended up having 12 girls with 2 mattress on the floor so we were lucky enough to have an actual bed . the beds how ever were very uncomfortable so lucky we were only there for 2 nights. Great location and reasonable clean for a hostel in Amsterdam, we had our own bathroom and kitchen. would of been very disappointe if we had to use the communal bathroom which was located in reception with the kitchen ew
2012-06-30, I didn't really enjoy my stay at this hostel. I didn't really feel safe leaving my belongings in the 20 bed dorm whilst I went out as anyone could just walk in off the street and the door to get into the dorm was often left wide open, even when it was closed, it only needed a simple code to open. The beds were like camp beds, with mine creaking and partially collapsed in the middle. The hostel was also very loud as footsteps could be heard very clearly walking up the stairs to the floor above.
2012-05-23, Standard hostel, little cramped but can't complain bout the price and location.
2012-06-03, Handy location close to central station and very cheap, a proper budget stay. There are 4 toilets, 4 showers and 2 twenty bed dorms. The showers are cramped as is the hostel in general. The staff seemed to do the minimum required with little regard for residents comfort, coming in early in the morning switching on the lights and changing the beds none too quietly. I was woken on my first night by loud music being played in the foyer (directly outside the dorm) at 5am. Free Wifi a saving grace.
2012-05-22, Great location in Amsterdam, just a few minutes walk from the train station.\r The room was great, not the most trustworthy of locks on the door thought. \r The towels were dirty, and no king size sheets, on the king size bed...
2012-04-20, It was in the heart of the city but it had disadvantages..the beds were very uncomfortable and you could feel the iron under the bed..the lights were on all the night and it was very annoying for someone who was sleeping in the upper bed..the room had an awful smell of the shoes..it wasn't worth the 35 euros per night that i paid!!
2012-06-20, Great people, relaxed atmosphere, would definitely reccomend the female dorm for girls as the mixed is a little packed & gross, but I had an great stay! Also beware of the stairs! People with suitcases might prefer another hostel, or just set aside a half hour to lug your suitcase up the stairs upon arrival & departure like I did, I was unaware of the stairs & slightly disappointed that it doesn't mention the lack of elevator etc, but it didn't effect my stay atall.
2012-05-26, The place is cramped and crowded but the location is excellent. The staff puts extra mats on the floor for additional people to sleep on so the number of guests will be more than listed (which is a little unfair). There is only internet in certain areas and the bathrooms are not very clean and also very small. I guess it's the trade-off for a good location which might be worth the steep price if you like convenience.
2012-05-12, The matress are too tiny. We can feel the steel bars of the beds.
2012-05-14, I stayed a week in the 20 bed room. By day 2 I was really wishing I was staying somwhere else. The atmosphere is next to none. People sleep at all hours of the day so it's hard to have a conversation with anyone while still respecting the sleepyheads. The staff are helpful when approached but dont even say hi when you come back. It was a really clean place though, which was the only plus.
2012-06-03, This was my first time staying in a hostel/shared accommodation and I would recommend it for short stays.\r Everything was average, which isn't a bad thing!! the beds were single and pretty standard. They say the provide towels but I would bring one anyway as they are VERY small, although you can manage (i didn't bring a spare towel) Also we went at the beginning of June and it was wet and quite cold so I would bear that in mind when packing PJ's cos the room gets quite cold.
2012-05-09, My friend and I stayed at aivengo at the beginning of may. It was clean and a place to sleep with a roof over your head. The beds didnt all have blankets and when we asked the guy told us people probably took them, so I spent a night with no blankets. We were a couple floors up, the higher you go, you will lose wifi which sort of stucks. If you need somewhere to sleep in Amsterdam, it's cheap and you get just that. Over average experience...
2012-05-04, The staff at this hostel were three friends that were high all the time, therefore not reliable for directions or other questions. The cleaning lady starts loudly cleaning the dorms at 9:00Am-- just when literally 13 girls were trying to get ready for the day. Not to mention, the dorm had one bathroom for 13 girls to share!!! Can you imagine how long it took to get ready in the morning with that wait?! I had been haphazardly assigned to a cot. Not enough lighting to read. Plus MICE. Seriously.
2012-05-04, staff were unfriendly at best, the doors are locked between 4-6am so if you head out for the night, you have to wait around till you can get back in to sleep on a "matress" thats so thin you can feel the metal bar through the back. shower and toilets are in the lobby which, unless your a child or midget are a struggle to fit in. one of the worst places i stayed in while travelling through europe
2012-04-27, The 20 beds room is horriable, mice on the ground.
2012-05-02, the location is good, very close to the train station. but the staff is a little bit cold and absent minded.\r I live on the 5th floor but give me the key of 4th floor, and there is no lift on the building which has a spiral stairs that is difficult to climb.\r the female room is large but the blanket is very thin, making me very cold in the evening! \r the common area is very small, only a sofa beside the reception desk.
2012-04-24, amazing atmosphere and great location. definitely would and will come back when going to amsterdam next time!
2012-04-24, LOL. This is not the Ritz, actually it kind of sucks sleeping there. Only sleep here if you plan on being so ridiculously high that you won't have any issue falling asleep instantly.
2012-05-04, on their website they advertise wifi, and there is no wifi in the rooms, just in the lobby which has space for 3 or 4 people to sit, which is always full. There are mice, which are expected, but they run around the rooms, and eat the food. We stayed in a 12 person female dorm/ensuite and had to share one bathroom between 12 of us, which was not very nice. and for having 6 or 7 floors, there is no elevator, but you can't change the structure of the building so that couldn't really be changed.
2012-03-15, The hostel itself was very close to nearby attractions. They offered a locker for a deposit of 10euros. Only 2 electrically outputs in the main reception though. There is a curfew between the hours of 4-6am. Staff seemed friendly enough and were helpful.
2006-08-10, In the center of the world, with all you need and all you wish. Probably the best hostel I've ever been, I'll return there for sure.
2012-04-30, This hostel was the most fun place I stayed at throughout my stay in Europe, but it was also the worst hostel in terms of facilities. The showers take a while to get warm (they do get warm), and the sheets were just abysmal, although I was lucky enough to bring my own. There is one staff member who lives in the hostel who is an ass, everyone else is fine. Good party hostel, real close to the city center, and I'd recommend this ONLY if you are on a tight budget and want to socialize.. all night
2012-04-21, according to the price, I would say the overall quality is acceptable; if you're looking for cheap place for stay, I would recommend it
2012-05-14, when i were sleeping somethings passed from my bed.. approximately five minutes later again something passed.. After that i get up ad waited what is that ?? And a mouse was walking around my bed... then i went to see the staff.. i told this stuation and he said to me: - yes mouses are general problem at amsterdam.. only that :(((( i changed my bed to upper one :)
2012-04-20, hostel was too expensive for what it offers. the blankets was too thin for cold weather. showers wasnt clean but if u look from another prespective 2 rooms with more then 15 people its hard to make it clean all the time. staff is really nice and tried to keep it clean. kitchen just have a microwave and refrigerator. but location was good. overall hostel is ok if u r staying for shorter time.
2012-04-15, It would be awesome to have somewhat like a community room and thicker bedsheets. I was frozen after night.
2012-04-11, You cannot call a kitchen the fridge and the microwave you have in the always...
2012-04-04, very good.
2012-04-04, The hot water didn't work. The heat in the sleeping rooms appeared not to be working as well. The credit card machine was not working when we tried to pay for our rooms.
2012-04-22, only the location and price is good, if you just want to find a convenient place to sleep for one or two night at a very low price, it's ok.\r the hostel door is always open, which makes me feel insecured. and most of the times, the room door and window is always closed, so the air inside the room is not fresh at all. also, there's only a microwave and a fridge, which means almost impossible to cook. \r but what is above my expectation is that it's not noisy, even in the 20 mixed room.
2012-04-05, The place is small and offers 20 bed dorms, so there are plenty of things that are to be expected with that. There are a lot of travelers and cool people to meet, but also people that stay up talking until 3am in the dorms. The staff is really cool too and are also young travelers that can give good advice. THE MOST ANNOYING THING IS THAT IT IS CLOSED FROM 2-4 AM. We had to wait outside one night and it sucked.
2012-04-15, Considering the price, I think it is a really good hostel. The location is excellent, close to the Central Station and other main attractions. The bathroom is quite clean with a big mirror. The female dorm is big and clean. The bed is comfortable. The staffs are nice and speak perfect English. However, there are a few things that need to be fixed: the blanket is too thin, quite cold at night, no bed sheet, no plug in the bedroom, no proper kitchen, nowhere to hang the clothes in the bathroom
2012-04-26, Was clean but not great facilities to cook which was a little annoying as that is how we like to save money, the dorm we had on the fourth floor was really bright in the morning and my friend had to put her mattress on the floor to be comfortable, since there was a bar under her back. I also didn't like that there was no common area for people to hang out and chill together.
2012-04-04, Don't book this Hostel!! I've ever been to many places in my trips through europe and this is for sure the worst Hostel I booked. \r The policy of this place is an absurd!! \r We arrived there at 22:00 to stay in a dirty room full of people talking and making noise the whole night. The staff is composed by people around 20y old and completely incompetent.
2012-03-29, Not much too complain about. For the money you pay, its good. It can cold during nights though... this needs to be fixed.
2012-03-26, A little cold at night, thin. blankets
2012-03-27, It was a good place to stay for a few nights. Nothing special but it's cheap and clean. The beds were a little uncomfortable but the room was fine overall and the location was good.
2012-04-04, The biggest problem with Aivengo is that they completely turn off the heat at night, and only give beds a single thin blanket. Plus, the staff who run the hostel also live there, so you'll be hearing couples all night. Between the freezing cold and the noise it'll be impossible to sleep. \r \r The communal bathrooms are disgusting, and the setup makes it very easy for things to get stolen, especially considering the front door is left open the majority of the time.
2012-04-03, Aside from the massive hike up to the fifth floor with luggage, the hostel was enjoyable. Staff was friendly and explanatory. They provided you with small towels, which was very nice, and the fridge and microwave in the room came in handy. Relatively clean, but have seen cleaner. Perfect location close to everything.
2012-03-16, Saw mouse in kitchen area and "kitchen area" of microwave/counter right in the bathroom area - appears unsanitary
2012-03-15, it wad loud all night
2012-04-04, If you have a penchant for dirty and questionable rastafarian-type joints, then this is your place. Twenty randomly scattered beds and/or mattresses to a room, each fashioned with half a throw pillow and very thin blanket. I am not even sure how to describe the smell of the place. If you are into having the "experience" and stories that come with the stay, then go for it. If you like minimal comfort and/or cleanliness, then beware.
2012-03-23, Nice hostel totally worth it for a weekend trip for students..\r Good price for Amsterdam with the same characteristics as other more expensive hostels.. \r Be prepared to sleep with 19 other guys/girls and to be maybe woken up at night when soemone enters leaves the room..
2011-11-15, fine, if you don't mind mice in your bedroom...
2012-03-02, The best thing about the hostel is its location - there isn't anything there which's closer to amsterdam centraal. everything else is ok, neither bad nor excellent. in our girls' dorm you couldn't lock the bathroom door, and there was no proper kitchen. Also the blankets are very thin, but at least the linen & towels are included. and it's warm enough inside actually.
2012-02-29, This hostel says "drug-free" then why were there 3 people smoking bongs in the hallway to the lobby.. Location- streets lines with prostitutes in windows. WStaff talking about what drugs to take to parties in the evening.. Not a very nice atmosphere at all, but i guess this is just amsterdam. -Wi-fi doesnt work on 4th floor.
2012-03-08, There are alot of better hostels in Amsterdam. Beds are uncomfortable and pilows are as thin as paper. They promote that the hostel is a drug free environment when people were smoking in the room and just next to the lobby. The showers,although they work well, smell really bad. There is also no place to store your luggage. I would only recommend for people that want an hostel really close to the Centraal Station for an early departure.
2012-02-16, Did not provide shampoo/conditioner as advertised. The Bathrooms smelled.
2012-02-22, noisy, very cold at night... the location is perfect, but the hostel isnt very clean at all.
2012-02-11, I had a really good time and I want to come back soon! :)
2012-02-16, No hit in the room! You have to sleep with your coat on!! The rest was good :-)
